Problem-Solving Score,Coding Experience (Years),Work_Experience,Project Experience,Technical_Skills,Soft_Skills,Academic Background,Interests,Personality Type,Certifications,Work Preference,Preferred Tech Stack,Recommended Career
80.33182891705279,1.582369566481193,0.5645670729584137,7.449369489760969,"Python, PyTorch","Creativity, Adaptability, Teamwork",Data Science,"Python, PyTorch",ISTP,Microsoft Certified,Remote,"Python, PyTorch",Data Scientist
93.02350075769616,3.1866918683141483,0.13155274248368296,8.81744985876798,"TensorFlow, PyTorch, SQL, Python","Leadership, Communication, Time Management",Physics,"TensorFlow, PyTorch, SQL, Python",ISTP,Microsoft Certified,On-Site,"TensorFlow, PyTorch, SQL, Python",Data Scientist
88.49286835896702,2.1524969482394067,1.7822134800767557,5.932098057810013,"TensorFlow, Computer Vision, NLP, PyTorch","Adaptability, Problem Solving, Critical Thinking",Data Science,"TensorFlow, Computer Vision, NLP, PyTorch",INTP,CompTIA Security+,Hybrid,"TensorFlow, Computer Vision, NLP, PyTorch",AI Engineer
88.7313139049934,4.527287430819927,1.7407129583362977,4.096332517824805,"C++, Python, JavaScript, Java","Leadership, Communication",Computer Science,"C++, Python, JavaScript, Java",ISTJ,CompTIA Security+,On-Site,"C++, Python, JavaScript, Java",Software Engineer
86.25951475184095,6.953784702727774,1.8765593068205189,8.099527269408831,"PyTorch, Python, NLP","Time Management, Leadership, Adaptability",Mathematics,"PyTorch, Python, NLP",INTP,Microsoft Certified,Hybrid,"PyTorch, Python, NLP",AI Engineer
75.50557028829087,2.1311529888439678,0.8229106315461696,7.585826283925053,"Linux, Docker, Jenkins","Teamwork, Critical Thinking, Communication",Electronics Engineering,"Linux, Docker, Jenkins",ENFJ,AWS Certified,Remote,"Linux, Docker, Jenkins",DevOps Engineer
84.37608958233719,6.257932705075535,4.836428147386385,6.88976538512483,"Python, PyTorch, TensorFlow","Leadership, Adaptability, Creativity",Mathematics,"Python, PyTorch, TensorFlow",ENFP,AWS Certified,Hybrid,"Python, PyTorch, TensorFlow",AI Engineer
81.4575368448986,4.216725911181951,3.8237717745591557,13.33624382696825,"Python, C++, Java","Creativity, Teamwork, Critical Thinking",Physics,"Python, C++, Java",ENFJ,,Remote,"Python, C++, Java",Software Engineer
75.84588238637897,3.3248904802447337,2.295737934962031,3.8219025164018046,"Docker, Jenkins, Linux","Leadership, Problem Solving",Mathematics,"Docker, Jenkins, Linux",ENFJ,Microsoft Certified,Remote,"Docker, Jenkins, Linux",DevOps Engineer
89.9341381405555,5.072294629866814,2.225926448546185,2.208261198588845,"TensorFlow, Python","Critical Thinking, Time Management",Electronics Engineering,"TensorFlow, Python",INTJ,,Hybrid,"TensorFlow, Python",AI Engineer
87.57029840436459,5.94854134198717,5.7514302186185,3.896818073556256,"TensorFlow, R, SQL, Python","Leadership, Adaptability, Teamwork",Electronics Engineering,"TensorFlow, R, SQL, Python",ENFP,Google Certified,Hybrid,"TensorFlow, R, SQL, Python",Data Scientist
77.11626067940092,6.458200750724243,2.4607438588150297,12.64017978229494,"Java, Python, JavaScript","Communication, Teamwork, Time Management",Electronics Engineering,"Java, Python, JavaScript",ENFP,Cisco Certified,On-Site,"Java, Python, JavaScript",Software Engineer
80.11461032357577,6.990657179490305,0.7148573471398291,3.734606824010215,"Python, Ethical Hacking","Problem Solving, Communication, Critical Thinking",Data Science,"Python, Ethical Hacking",ISTP,,Remote,"Python, Ethical Hacking",Cybersecurity Expert
80.75220251626106,5.700282796468225,4.396472025558267,3.3999912869207076,"Docker, Kubernetes","Critical Thinking, Adaptability, Time Management",Electronics Engineering,"Docker, Kubernetes",ENTP,Microsoft Certified,Remote,"Docker, Kubernetes",DevOps Engineer
91.12994502179069,2.985816559062322,1.995192375211436,8.878655563314418,"PyTorch, Python, NLP","Teamwork, Problem Solving, Adaptability",Computer Science,"PyTorch, Python, NLP",ENFJ,Microsoft Certified,Remote,"PyTorch, Python, NLP",AI Engineer
77.6864133228635,4.883736830919453,1.4595641309646568,7.804100231779726,"Python, PyTorch, SQL, TensorFlow","Time Management, Leadership",Electronics Engineering,"Python, PyTorch, SQL, TensorFlow",ENFP,,On-Site,"Python, PyTorch, SQL, TensorFlow",Data Scientist
87.93166509393582,4.1051405939734025,2.9709751853274327,3.9974065275812736,"NLP, Python, PyTorch, TensorFlow","Critical Thinking, Creativity, Communication",Data Science,"NLP, Python, PyTorch, TensorFlow",ISTP,Microsoft Certified,Remote,"NLP, Python, PyTorch, TensorFlow",AI Engineer
93.4723266442965,2.1706758225614755,1.6365037697823084,4.246915162696431,"TensorFlow, PyTorch, R","Critical Thinking, Creativity, Problem Solving",Physics,"TensorFlow, PyTorch, R",ENTJ,Google Certified,On-Site,"TensorFlow, PyTorch, R",Data Scientist
70.61175239053425,3.3103546325107414,2.165453891612378,9.292790124815099,"AWS, Jenkins, Kubernetes, Docker","Time Management, Critical Thinking, Communication",Data Science,"AWS, Jenkins, Kubernetes, Docker",ISTP,CompTIA Security+,On-Site,"AWS, Jenkins, Kubernetes, Docker",DevOps Engineer
85.60355093206933,5.73634494091717,5.257573992743407,4.697320102855135,"PyTorch, NLP, Computer Vision, TensorFlow","Leadership, Critical Thinking",Physics,"PyTorch, NLP, Computer Vision, TensorFlow",ENTJ,,Hybrid,"PyTorch, NLP, Computer Vision, TensorFlow",AI Engineer
76.04664493944739,4.90595781496104,0.04991232225614027,9.277392509381617,"Ethical Hacking, Network Security, Cryptography, Python","Time Management, Teamwork, Adaptability",Information Technology,"Ethical Hacking, Network Security, Cryptography, Python",ISTJ,Google Certified,Hybrid,"Ethical Hacking, Network Security, Cryptography, Python",Cybersecurity Expert
80.27072100583423,6.099336788847929,1.4611043563418478,8.171588994834911,"C++, SQL, Python","Creativity, Time Management, Leadership",Mathematics,"C++, SQL, Python",ENTP,,Remote,"C++, SQL, Python",Software Engineer
82.91869868225174,3.1206279404968686,2.115977361614387,7.177545852858788,"PyTorch, R, TensorFlow","Leadership, Time Management",Data Science,"PyTorch, R, TensorFlow",ENFP,Cisco Certified,Hybrid,"PyTorch, R, TensorFlow",Data Scientist
79.43601481769419,7.922153834785094,1.814378507597259,10.266705452404343,"Python, Java, C++, SQL","Critical Thinking, Leadership, Problem Solving",Information Technology,"Python, Java, C++, SQL",INTP,AWS Certified,Hybrid,"Python, Java, C++, SQL",Software Engineer
86.20842531713208,2.6098721715129756,0.4069628387999828,6.352026590044166,"TensorFlow, Computer Vision, NLP","Teamwork, Creativity",Mathematics,"TensorFlow, Computer Vision, NLP",ENFP,AWS Certified,Remote,"TensorFlow, Computer Vision, NLP",AI Engineer
67.40869923335487,3.161438440041706,0.096190015137844,10.62920274928181,"Docker, Jenkins, Kubernetes","Teamwork, Adaptability, Problem Solving",Information Technology,"Docker, Jenkins, Kubernetes",INTJ,Microsoft Certified,Hybrid,"Docker, Jenkins, Kubernetes",DevOps Engineer
78.1777972057437,7.070292277204584,5.045870952268882,5.548649446029145,"Python, Ethical Hacking","Leadership, Communication, Teamwork",Electronics Engineering,"Python, Ethical Hacking",ENTP,CompTIA Security+,Hybrid,"Python, Ethical Hacking",Cybersecurity Expert
76.32038913245404,5.295244366345583,1.2512011548329849,3.372138777268355,"Java, Python","Communication, Time Management, Problem Solving",Computer Science,"Java, Python",INTP,Google Certified,Hybrid,"Java, Python",Software Engineer
75.7177210672205,6.814863128713583,2.0985775354886576,7.049774636200681,"Kubernetes, Jenkins","Time Management, Leadership, Communication",Mathematics,"Kubernetes, Jenkins",ENFJ,Microsoft Certified,On-Site,"Kubernetes, Jenkins",DevOps Engineer
84.21896722414712,1.1432037583264556,0.18805912802891117,10.95289293239289,"PyTorch, TensorFlow","Creativity, Adaptability, Problem Solving",Computer Science,"PyTorch, TensorFlow",ENTP,Cisco Certified,Remote,"PyTorch, TensorFlow",Data Scientist
85.8859091471708,1.9384031716048873,0.021731483019464246,6.119624569415259,"Python, PyTorch, TensorFlow, R","Leadership, Critical Thinking",Data Science,"Python, PyTorch, TensorFlow, R",ENTJ,Microsoft Certified,Remote,"Python, PyTorch, TensorFlow, R",Data Scientist
83.72232371675622,1.6191230285736147,0.8407242532689847,5.84344040154587,"C++, SQL, Python, JavaScript","Time Management, Adaptability, Problem Solving",Mathematics,"C++, SQL, Python, JavaScript",INTJ,CompTIA Security+,Remote,"C++, SQL, Python, JavaScript",Software Engineer
82.44451473946908,2.8594706646622203,0.03084938857841454,4.012807136514808,"Python, JavaScript","Teamwork, Problem Solving, Creativity",Mathematics,"Python, JavaScript",INTJ,,On-Site,"Python, JavaScript",Software Engineer
78.37534203070611,7.159285786692022,2.357169527495317,11.272031457448291,"Python, Cryptography","Communication, Problem Solving, Creativity",Physics,"Python, Cryptography",INTJ,,Hybrid,"Python, Cryptography",Cybersecurity Expert
81.5776936655964,6.874483443778211,0.801180333411808,9.957637313115324,"Docker, Kubernetes","Time Management, Problem Solving, Adaptability",Data Science,"Docker, Kubernetes",INTJ,,Hybrid,"Docker, Kubernetes",DevOps Engineer
76.07870472714765,6.9462586423977735,3.1447796308620926,4.132211628000661,"AWS, Kubernetes, Linux","Communication, Critical Thinking, Teamwork",Electronics Engineering,"AWS, Kubernetes, Linux",ISTJ,Cisco Certified,On-Site,"AWS, Kubernetes, Linux",DevOps Engineer
83.52135064564598,5.5996922909058675,2.8006168713072137,10.309903105675975,"R, SQL","Creativity, Communication",Physics,"R, SQL",INTP,CompTIA Security+,Hybrid,"R, SQL",Data Scientist
82.42443731859348,5.245518174322999,2.3424236830962544,3.7369204065366857,"PyTorch, Python, NLP","Creativity, Communication, Critical Thinking",Computer Science,"PyTorch, Python, NLP",INTJ,,Hybrid,"PyTorch, Python, NLP",AI Engineer
85.17624378699226,5.768790471092267,5.4695202899818876,7.848137402298526,"Cryptography, Ethical Hacking, Python","Adaptability, Problem Solving",Data Science,"Cryptography, Ethical Hacking, Python",INTP,CompTIA Security+,Remote,"Cryptography, Ethical Hacking, Python",Cybersecurity Expert
76.44540294851261,2.1345207692481694,1.4834100136289399,10.056299125648165,"Jenkins, Linux","Communication, Problem Solving",Mathematics,"Jenkins, Linux",ENTP,AWS Certified,Remote,"Jenkins, Linux",DevOps Engineer
89.57926529157041,2.386835267998107,2.358124554578282,8.614259934829827,"Python, Cryptography, Ethical Hacking, Network Security","Critical Thinking, Leadership, Adaptability",Information Technology,"Python, Cryptography, Ethical Hacking, Network Security",INTJ,Microsoft Certified,Remote,"Python, Cryptography, Ethical Hacking, Network Security",Cybersecurity Expert
94.70127146740955,2.526036313099956,1.0163961666607615,2.2136107385115738,"PyTorch, R, TensorFlow","Leadership, Time Management, Problem Solving",Electronics Engineering,"PyTorch, R, TensorFlow",ISTJ,AWS Certified,On-Site,"PyTorch, R, TensorFlow",Data Scientist
85.3175663064023,5.196314427699795,1.057630391267725,10.500372968289483,"Network Security, Cryptography, Ethical Hacking","Communication, Time Management",Electronics Engineering,"Network Security, Cryptography, Ethical Hacking",ISTP,Cisco Certified,Hybrid,"Network Security, Cryptography, Ethical Hacking",Cybersecurity Expert
84.63173986871122,2.4377978254534947,0.6693331730837712,4.223815801790928,"TensorFlow, PyTorch","Adaptability, Critical Thinking",Physics,"TensorFlow, PyTorch",ENTJ,CompTIA Security+,Hybrid,"TensorFlow, PyTorch",Data Scientist
81.45908968550494,6.026869470459032,4.360696348776008,3.281219570724037,"Network Security, Ethical Hacking, Python","Creativity, Time Management",Mathematics,"Network Security, Ethical Hacking, Python",INTJ,,On-Site,"Network Security, Ethical Hacking, Python",Cybersecurity Expert
86.92834392527652,3.4719017943897024,1.0503269958414203,6.820288516640545,"Linux, AWS, Jenkins","Communication, Adaptability, Time Management",Information Technology,"Linux, AWS, Jenkins",INTJ,Cisco Certified,Remote,"Linux, AWS, Jenkins",DevOps Engineer
75.81508419387427,3.0973445158460082,1.6258224871796643,4.940362884111101,"Python, SQL, R, TensorFlow","Problem Solving, Adaptability",Electronics Engineering,"Python, SQL, R, TensorFlow",ISTJ,Microsoft Certified,Hybrid,"Python, SQL, R, TensorFlow",Data Scientist
89.82785807559046,4.5485137665002675,1.235040313122458,7.0168866231350995,"TensorFlow, R","Communication, Adaptability",Physics,"TensorFlow, R",ENTP,Cisco Certified,Remote,"TensorFlow, R",Data Scientist
82.97278044748687,4.645512893016502,1.7514506050879277,3.588790141954041,"SQL, R, Python","Adaptability, Leadership, Critical Thinking",Data Science,"SQL, R, Python",ISTP,Microsoft Certified,Remote,"SQL, R, Python",Data Scientist
80.6399952974245,7.803480576697551,6.451625750049747,3.4031011184151283,"C++, JavaScript","Teamwork, Problem Solving",Computer Science,"C++, JavaScript",ENFJ,Microsoft Certified,Remote,"C++, JavaScript",Software Engineer
77.89923098953213,2.191160953870659,0.5991603199866548,11.10841580412321,"Python, Network Security, Ethical Hacking","Creativity, Critical Thinking",Physics,"Python, Network Security, Ethical Hacking",ISTJ,Cisco Certified,Remote,"Python, Network Security, Ethical Hacking",Cybersecurity Expert
83.7819136302655,6.057682746197257,4.700238885755443,5.42715293929207,"Network Security, Ethical Hacking, Python","Problem Solving, Communication",Data Science,"Network Security, Ethical Hacking, Python",ENFJ,Google Certified,Hybrid,"Network Security, Ethical Hacking, Python",Cybersecurity Expert
94.73260057711326,6.753139634920665,2.5054714435752263,3.335781808377515,"NLP, TensorFlow, PyTorch, Python","Creativity, Critical Thinking",Data Science,"NLP, TensorFlow, PyTorch, Python",INTP,,Remote,"NLP, TensorFlow, PyTorch, Python",AI Engineer
72.38561921385455,6.293043083569526,1.977221467538154,14.723322781725578,"Python, SQL","Communication, Leadership",Physics,"Python, SQL",ENFJ,,On-Site,"Python, SQL",Software Engineer
86.58217841713225,2.3805279474819843,0.3982259970752055,10.715489724371608,"Cryptography, Ethical Hacking","Communication, Adaptability, Teamwork",Electronics Engineering,"Cryptography, Ethical Hacking",INTP,,On-Site,"Cryptography, Ethical Hacking",Cybersecurity Expert
83.46801429143534,5.568039478339404,3.726336795464767,6.303528195158728,"Network Security, Ethical Hacking, Cryptography, Python","Leadership, Time Management",Data Science,"Network Security, Ethical Hacking, Cryptography, Python",ISTJ,AWS Certified,On-Site,"Network Security, Ethical Hacking, Cryptography, Python",Cybersecurity Expert
85.7429553617352,2.5595438139316187,1.1238444628520678,4.71824850165441,"R, Python, PyTorch, TensorFlow","Problem Solving, Leadership",Mathematics,"R, Python, PyTorch, TensorFlow",ENTP,,On-Site,"R, Python, PyTorch, TensorFlow",Data Scientist
95.0,3.5370204983007896,2.9657818475210713,7.615343147722133,"TensorFlow, PyTorch","Teamwork, Creativity, Critical Thinking",Physics,"TensorFlow, PyTorch",ENTJ,Microsoft Certified,On-Site,"TensorFlow, PyTorch",AI Engineer
82.48853664961462,3.2566749309761653,0.30394647343240067,6.166017894861298,"Ethical Hacking, Python","Adaptability, Communication",Data Science,"Ethical Hacking, Python",ENFP,Cisco Certified,Hybrid,"Ethical Hacking, Python",Cybersecurity Expert
73.5763770450596,3.6721871792132244,3.264494931015333,7.36058001462394,"Linux, Docker, Jenkins, Kubernetes","Problem Solving, Time Management, Communication",Data Science,"Linux, Docker, Jenkins, Kubernetes",INTJ,Cisco Certified,On-Site,"Linux, Docker, Jenkins, Kubernetes",DevOps Engineer
89.4255600079164,5.336183731849503,5.068937946704066,14.055569378622124,"Java, JavaScript","Leadership, Creativity, Problem Solving",Physics,"Java, JavaScript",ENFP,,On-Site,"Java, JavaScript",Software Engineer
82.23946229555773,2.8783153250281353,0.7499543127841813,5.70334078001113,"PyTorch, Python","Communication, Leadership, Creativity",Information Technology,"PyTorch, Python",ENTP,AWS Certified,On-Site,"PyTorch, Python",Data Scientist
83.3163174280896,6.590345139611719,3.320053981857105,6.015668829840253,"SQL, JavaScript","Teamwork, Critical Thinking",Physics,"SQL, JavaScript",ENFP,Google Certified,Remote,"SQL, JavaScript",Software Engineer
95.0,1.1815736966786763,1.1302068474700486,3.7423344088441794,"SQL, Python, PyTorch","Problem Solving, Adaptability",Computer Science,"SQL, Python, PyTorch",INTJ,Cisco Certified,On-Site,"SQL, Python, PyTorch",Data Scientist
85.9108047722231,6.11745397944366,0.36736327432920385,7.994109844079343,"Python, Network Security, Cryptography","Communication, Time Management, Adaptability",Physics,"Python, Network Security, Cryptography",ISTJ,AWS Certified,On-Site,"Python, Network Security, Cryptography",Cybersecurity Expert
78.49096132634827,7.002729987791851,5.442239510301912,9.801925551635248,"Network Security, Cryptography","Creativity, Adaptability",Computer Science,"Network Security, Cryptography",ENTJ,CompTIA Security+,Remote,"Network Security, Cryptography",Cybersecurity Expert
85.8996515590567,5.676913325624048,0.05320876395634544,2.8002943017169963,"R, TensorFlow, Python","Creativity, Adaptability",Mathematics,"R, TensorFlow, Python",ENTJ,,On-Site,"R, TensorFlow, Python",Data Scientist
81.96316190938312,3.7486885005917183,2.5060734178081514,10.453217104226624,"Network Security, Python, Cryptography","Communication, Leadership",Information Technology,"Network Security, Python, Cryptography",ENFJ,Microsoft Certified,Hybrid,"Network Security, Python, Cryptography",Cybersecurity Expert
79.12886035108819,4.364785092635759,0.7110352472354518,4.053784506193603,"Cryptography, Python, Ethical Hacking","Critical Thinking, Teamwork",Electronics Engineering,"Cryptography, Python, Ethical Hacking",ISTJ,,Remote,"Cryptography, Python, Ethical Hacking",Cybersecurity Expert
79.41687528869002,7.33015113549329,5.8006454881925205,6.3305907351632085,"Python, Java, C++, SQL","Time Management, Critical Thinking",Computer Science,"Python, Java, C++, SQL",ENTJ,Cisco Certified,On-Site,"Python, Java, C++, SQL",Software Engineer
90.72128090405396,3.171437047448458,1.175038019494986,5.056264927842181,"Computer Vision, Python","Time Management, Adaptability, Critical Thinking",Computer Science,"Computer Vision, Python",ENFJ,AWS Certified,Remote,"Computer Vision, Python",AI Engineer
83.31076940427764,3.108273374685584,0.4463197659806979,11.807654306088528,"Linux, Docker, AWS, Kubernetes","Teamwork, Creativity",Mathematics,"Linux, Docker, AWS, Kubernetes",ISTJ,Google Certified,Remote,"Linux, Docker, AWS, Kubernetes",DevOps Engineer
91.82803383125342,3.8632393849584483,3.761446512891958,2.798866578775932,"PyTorch, SQL, Python","Adaptability, Creativity",Data Science,"PyTorch, SQL, Python",ISTJ,Microsoft Certified,Remote,"PyTorch, SQL, Python",Data Scientist
76.80056028661005,4.888054522868751,1.7644973956660328,8.967640007228031,"Linux, Jenkins, Docker, AWS","Leadership, Adaptability",Mathematics,"Linux, Jenkins, Docker, AWS",ENFJ,Google Certified,Hybrid,"Linux, Jenkins, Docker, AWS",DevOps Engineer
86.08829897232295,1.007786174127629,0.7404859490761381,10.789861446764395,"Python, TensorFlow","Leadership, Communication",Electronics Engineering,"Python, TensorFlow",ENFJ,Microsoft Certified,Hybrid,"Python, TensorFlow",Data Scientist
95.0,5.075104445152368,4.522161294786732,2.4820451563740606,"PyTorch, Computer Vision","Creativity, Leadership, Adaptability",Computer Science,"PyTorch, Computer Vision",INTJ,Microsoft Certified,Hybrid,"PyTorch, Computer Vision",AI Engineer
90.38116764767885,5.924009239418726,5.190634910736523,8.167259493093791,"Python, SQL","Problem Solving, Communication",Electronics Engineering,"Python, SQL",INTJ,Cisco Certified,Hybrid,"Python, SQL",Data Scientist
84.69532162926367,1.0965139318118564,0.9998896327886925,5.573384369404121,"JavaScript, Python, Java, SQL","Creativity, Leadership",Mathematics,"JavaScript, Python, Java, SQL",INTP,,On-Site,"JavaScript, Python, Java, SQL",Software Engineer
87.61607745966394,5.877976672982839,1.20055960905782,9.24589455833249,"Cryptography, Python","Leadership, Adaptability",Information Technology,"Cryptography, Python",ENFP,Google Certified,Remote,"Cryptography, Python",Cybersecurity Expert
82.88611620811507,3.655786684121821,1.6832035567792087,3.358015786530235,"Docker, Linux","Problem Solving, Teamwork",Data Science,"Docker, Linux",ENFP,Cisco Certified,Remote,"Docker, Linux",DevOps Engineer
90.70948404880481,4.125059235812686,0.992851975733384,9.682354327049051,"NLP, Python, Computer Vision, TensorFlow","Creativity, Communication",Computer Science,"NLP, Python, Computer Vision, TensorFlow",ISTP,Cisco Certified,Hybrid,"NLP, Python, Computer Vision, TensorFlow",AI Engineer
90.09466008891799,5.529727303012978,2.6549493593328353,8.143688693063643,"Network Security, Ethical Hacking, Cryptography","Adaptability, Time Management",Mathematics,"Network Security, Ethical Hacking, Cryptography",ENFJ,Cisco Certified,Hybrid,"Network Security, Ethical Hacking, Cryptography",Cybersecurity Expert
82.38448196792442,3.8586773756927633,3.048651538309088,5.549957402818845,"TensorFlow, Python","Communication, Leadership, Teamwork",Data Science,"TensorFlow, Python",ENFJ,Cisco Certified,On-Site,"TensorFlow, Python",AI Engineer
83.00374807076692,4.08374429616652,2.3848044265114723,3.3484948149834253,"PyTorch, SQL, TensorFlow","Creativity, Problem Solving",Electronics Engineering,"PyTorch, SQL, TensorFlow",INTP,,Remote,"PyTorch, SQL, TensorFlow",Data Scientist
88.07394224407521,6.893596621284647,6.879398681939715,6.709750041477848,"Python, Network Security, Ethical Hacking","Communication, Leadership, Adaptability",Data Science,"Python, Network Security, Ethical Hacking",ENTP,CompTIA Security+,On-Site,"Python, Network Security, Ethical Hacking",Cybersecurity Expert
82.20969141354742,4.6347061251801644,3.1833318538155257,5.92737262782633,"Computer Vision, NLP, Python, TensorFlow","Creativity, Adaptability",Information Technology,"Computer Vision, NLP, Python, TensorFlow",INTP,Microsoft Certified,Remote,"Computer Vision, NLP, Python, TensorFlow",AI Engineer
84.78030116514203,5.794811448093187,1.8693276311475937,3.9523242707379467,"Python, PyTorch, NLP, Computer Vision","Problem Solving, Adaptability, Creativity",Computer Science,"Python, PyTorch, NLP, Computer Vision",INTJ,Google Certified,Hybrid,"Python, PyTorch, NLP, Computer Vision",AI Engineer
81.95441024821206,4.424872763426134,3.8086836491787053,6.156814704238288,"TensorFlow, SQL, R, Python","Creativity, Teamwork, Adaptability",Mathematics,"TensorFlow, SQL, R, Python",ENFJ,CompTIA Security+,Remote,"TensorFlow, SQL, R, Python",Data Scientist
80.0,2.197753646681276,0.38996233969229877,4.346777901268835,"PyTorch, Computer Vision","Leadership, Creativity, Communication",Computer Science,"PyTorch, Computer Vision",ENFP,CompTIA Security+,Hybrid,"PyTorch, Computer Vision",AI Engineer
81.77861045705843,3.9484018412168975,0.5666305102842247,6.191089132026009,"Network Security, Ethical Hacking, Cryptography","Adaptability, Communication",Data Science,"Network Security, Ethical Hacking, Cryptography",ENTJ,,Remote,"Network Security, Ethical Hacking, Cryptography",Cybersecurity Expert
89.25432359048173,4.3621501939232,3.974538921833703,9.657452521138639,"AWS, Docker, Jenkins, Kubernetes","Leadership, Creativity, Adaptability",Physics,"AWS, Docker, Jenkins, Kubernetes",ENTP,,Hybrid,"AWS, Docker, Jenkins, Kubernetes",DevOps Engineer
79.73906721873564,4.131252691005708,1.3135400211028694,14.615343049905956,"Python, C++","Communication, Time Management, Leadership",Electronics Engineering,"Python, C++",ENFP,CompTIA Security+,Remote,"Python, C++",Software Engineer
88.03555524251692,5.060181252819528,3.071833137417782,9.828478220444808,"Network Security, Python, Cryptography","Teamwork, Leadership",Information Technology,"Network Security, Python, Cryptography",ENFJ,Microsoft Certified,Hybrid,"Network Security, Python, Cryptography",Cybersecurity Expert
85.9189854384314,3.234498751425731,1.5855774516268775,2.98999401188123,"C++, Python, Java","Problem Solving, Communication, Teamwork",Computer Science,"C++, Python, Java",ENTJ,Google Certified,Hybrid,"C++, Python, Java",Software Engineer
82.1734971075779,4.086200595878575,1.0642828191584652,10.094448838317495,"Docker, Kubernetes","Critical Thinking, Time Management",Information Technology,"Docker, Kubernetes",ENFP,Cisco Certified,On-Site,"Docker, Kubernetes",DevOps Engineer
75.52649891836468,3.9061565584192492,1.4868919433322365,6.215335803863314,"Linux, Jenkins","Communication, Leadership, Adaptability",Computer Science,"Linux, Jenkins",ENTJ,Cisco Certified,Hybrid,"Linux, Jenkins",DevOps Engineer
81.0255624941604,4.804431251664023,3.3009236628547947,6.159369443936787,"PyTorch, SQL, TensorFlow, Python","Teamwork, Creativity, Problem Solving",Data Science,"PyTorch, SQL, TensorFlow, Python",ENTP,CompTIA Security+,On-Site,"PyTorch, SQL, TensorFlow, Python",Data Scientist
71.96287477199645,2.2671306372377487,0.27173839927505283,7.242035162885527,"AWS, Kubernetes, Jenkins","Leadership, Communication, Problem Solving",Computer Science,"AWS, Kubernetes, Jenkins",ISTJ,CompTIA Security+,On-Site,"AWS, Kubernetes, Jenkins",DevOps Engineer
78.02002711574285,3.666480775309738,1.9401245314224163,6.1308041934281565,"AWS, Docker","Teamwork, Time Management, Communication",Information Technology,"AWS, Docker",ISTJ,AWS Certified,Hybrid,"AWS, Docker",DevOps Engineer
82.196875578124,3.8357368521185746,2.5920791612711995,4.216474287906737,"Ethical Hacking, Network Security, Python","Critical Thinking, Adaptability, Teamwork",Physics,"Ethical Hacking, Network Security, Python",ENTJ,,Remote,"Ethical Hacking, Network Security, Python",Cybersecurity Expert
84.48584246840355,3.5018588495466387,0.16457470076576902,4.806463914088157,"PyTorch, R, Python, SQL","Teamwork, Problem Solving, Leadership",Electronics Engineering,"PyTorch, R, Python, SQL",INTP,AWS Certified,On-Site,"PyTorch, R, Python, SQL",Data Scientist
88.95325574680136,7.354739103251443,2.5780851755622223,9.132208850588027,"Ethical Hacking, Network Security, Cryptography","Adaptability, Problem Solving",Mathematics,"Ethical Hacking, Network Security, Cryptography",INTJ,Google Certified,On-Site,"Ethical Hacking, Network Security, Cryptography",Cybersecurity Expert
79.7313989652088,5.529590316207949,5.343327153605082,12.962542370841696,"JavaScript, Java, C++, SQL","Leadership, Problem Solving",Computer Science,"JavaScript, Java, C++, SQL",ISTJ,AWS Certified,Remote,"JavaScript, Java, C++, SQL",Software Engineer
87.36950481849337,4.145980313122981,0.047982286265003345,6.544316020294049,"PyTorch, NLP, Python","Critical Thinking, Teamwork",Physics,"PyTorch, NLP, Python",INTJ,Google Certified,Hybrid,"PyTorch, NLP, Python",AI Engineer
94.9287546983152,6.684517247913238,0.08740264581996866,5.1296290491316565,"Computer Vision, TensorFlow, PyTorch, Python","Time Management, Creativity",Mathematics,"Computer Vision, TensorFlow, PyTorch, Python",INTP,CompTIA Security+,Hybrid,"Computer Vision, TensorFlow, PyTorch, Python",AI Engineer
77.95668366120705,4.166980413626596,2.053052837994823,6.2328857924056305,"Python, Network Security","Creativity, Adaptability",Information Technology,"Python, Network Security",ENTP,AWS Certified,Hybrid,"Python, Network Security",Cybersecurity Expert
81.41586696045943,4.219437391978598,2.24732389388078,3.185518429522782,"Ethical Hacking, Cryptography, Python, Network Security","Time Management, Adaptability, Leadership",Computer Science,"Ethical Hacking, Cryptography, Python, Network Security",INTJ,Microsoft Certified,Hybrid,"Ethical Hacking, Cryptography, Python, Network Security",Cybersecurity Expert
75.50347555719337,4.1441167737600315,0.9336835011708117,7.561767364671347,"AWS, Linux, Docker, Kubernetes","Communication, Problem Solving",Electronics Engineering,"AWS, Linux, Docker, Kubernetes",INTP,CompTIA Security+,Remote,"AWS, Linux, Docker, Kubernetes",DevOps Engineer
85.50774463902903,5.238027552908573,3.6056803581876684,9.811917772326119,"AWS, Docker, Kubernetes","Teamwork, Communication, Critical Thinking",Mathematics,"AWS, Docker, Kubernetes",ENTP,Google Certified,Remote,"AWS, Docker, Kubernetes",DevOps Engineer
72.13159142160062,2.1667255868985777,1.8245188562464176,7.058110300857832,"Java, C++","Teamwork, Creativity, Leadership",Physics,"Java, C++",ENTJ,Cisco Certified,Hybrid,"Java, C++",Software Engineer
78.80806477117568,7.763368881580201,0.6393027243822617,13.73396711530437,"JavaScript, Java","Problem Solving, Teamwork",Physics,"JavaScript, Java",ENFP,AWS Certified,On-Site,"JavaScript, Java",Software Engineer
